RecordKey,CustomerName,LicenseCode,LicenseCategory,AsOfDate,PurchasedUnits,UtilizedUnits,UtilizationPercent
"Block, Inc.|9240-3415-7619-1269|NonProduction Robot License|2024-04-30","Block, Inc.",9240-3415-7619-1269,NonProduction Robot License,2024-04-30,10,0,0
"Block, Inc.|1567-6503-7638-6755|Unattended Test Robot License|2026-07-31","Block, Inc.",1567-6503-7638-6755,Unattended Test Robot License,2026-07-31,1,0,0
"Block, Inc.|4591-2320-8099-2081|Unattended Test Robot License|2026-07-31","Block, Inc.",4591-2320-8099-2081,Unattended Test Robot License,2026-07-31,10,10,100
"Block, Inc.|4591-2320-8099-2081|User Licenses|2025-03-31","Block, Inc.",4591-2320-8099-2081,User Licenses,2025-03-31,33,1,3.03
"Block, Inc.|1567-6503-7638-6755|User Licenses|2026-07-31","Block, Inc.",1567-6503-7638-6755,User Licenses,2026-07-31,0,2,
"Block, Inc.|9240-3415-7619-1269|User Licenses|2024-04-30","Block, Inc.",9240-3415-7619-1269,User Licenses,2024-04-30,181,0,0
"Block, Inc.|4591-2320-8099-2081|AI Units|2026-08-09","Block, Inc.",4591-2320-8099-2081,AI Units,2026-08-09,120000,8887,7.41
Broadridge Financial Solutions|386724458216069340|Unattended Production License|2024-07-31,Broadridge Financial Solutions,386724458216069340,Unattended Production License,2024-07-31,13,0,0
Broadridge Financial Solutions|386774574697746206|Unattended Production License|2024-07-31,Broadridge Financial Solutions,386774574697746206,Unattended Production License,2024-07-31,3,0,0
Broadridge Financial Solutions|2409-1197-9404-1858|Unattended Production License|2026-07-31,Broadridge Financial Solutions,2409-1197-9404-1858,Unattended Production License,2026-07-31,1,0,0
Broadridge Financial Solutions|3601-1149-3949-8960|Unattended Production License|2026-07-31,Broadridge Financial Solutions,3601-1149-3949-8960,Unattended Production License,2026-07-31,33,33,100
Broadridge Financial Solutions|386717141996664388|Unattended Production License|2024-07-31,Broadridge Financial Solutions,386717141996664388,Unattended Production License,2024-07-31,7,0,0
Broadridge Financial Solutions|386720332804456884|Unattended Production License|2024-07-31,Broadridge Financial Solutions,386720332804456884,Unattended Production License,2024-07-31,4,0,0
Broadridge Financial Solutions|386700488008301077|Unattended Production License|2024-07-31,Broadridge Financial Solutions,386700488008301077,Unattended Production License,2024-07-31,8,0,0
Broadridge Financial Solutions|386734663550712957|Unattended Production License|2024-07-31,Broadridge Financial Solutions,386734663550712957,Unattended Production License,2024-07-31,1,0,0
Broadridge Financial Solutions|386795144783684438|Unattended Production License|2024-07-31,Broadridge Financial Solutions,386795144783684438,Unattended Production License,2024-07-31,8,0,0
Broadridge Financial Solutions|386727564964371890|Unattended Production License|2024-07-31,Broadridge Financial Solutions,386727564964371890,Unattended Production License,2024-07-31,3,0,0
Broadridge Financial Solutions|386716804878423669|Unattended Production License|2024-07-31,Broadridge Financial Solutions,386716804878423669,Unattended Production License,2024-07-31,3,0,0
Broadridge Financial Solutions|3591-5539-9693-5483|Unattended Production License|2024-07-31,Broadridge Financial Solutions,3591-5539-9693-5483,Unattended Production License,2024-07-31,4,0,0
Broadridge Financial Solutions|5367-7434-1248-1076|Unattended Production License|2026-07-31,Broadridge Financial Solutions,5367-7434-1248-1076,Unattended Production License,2026-07-31,1,0,0
Broadridge Financial Solutions|386789505529912014|Unattended Production License|2024-07-31,Broadridge Financial Solutions,386789505529912014,Unattended Production License,2024-07-31,8,0,0
Broadridge Financial Solutions|386746914639505156|Unattended Production License|2024-07-31,Broadridge Financial Solutions,386746914639505156,Unattended Production License,2024-07-31,4,0,0
Broadridge Financial Solutions|386734663550712957|NonProduction Robot License|2024-07-31,Broadridge Financial Solutions,386734663550712957,NonProduction Robot License,2024-07-31,9,0,0
Broadridge Financial Solutions|2409-1197-9404-1858|Unattended Test Robot License|2026-07-31,Broadridge Financial Solutions,2409-1197-9404-1858,Unattended Test Robot License,2026-07-31,1,0,0
Broadridge Financial Solutions|3601-1149-3949-8960|Unattended Test Robot License|2026-07-31,Broadridge Financial Solutions,3601-1149-3949-8960,Unattended Test Robot License,2026-07-31,21,21,100
Broadridge Financial Solutions|5367-7434-1248-1076|Unattended Test Robot License|2026-07-31,Broadridge Financial Solutions,5367-7434-1248-1076,Unattended Test Robot License,2026-07-31,1,0,0
Broadridge Financial Solutions|386774574697746206|User Licenses|2024-07-31,Broadridge Financial Solutions,386774574697746206,User Licenses,2024-07-31,1,0,0
Broadridge Financial Solutions|3601-1149-3949-8960|User Licenses|2026-07-31,Broadridge Financial Solutions,3601-1149-3949-8960,User Licenses,2026-07-31,709,151,21.3
Broadridge Financial Solutions|386746914639505156|User Licenses|2024-07-31,Broadridge Financial Solutions,386746914639505156,User Licenses,2024-07-31,4,0,0
Broadridge Financial Solutions|386789505529912014|User Licenses|2024-07-31,Broadridge Financial Solutions,386789505529912014,User Licenses,2024-07-31,13,0,0
Broadridge Financial Solutions|3591-5539-9693-5483|User Licenses|2024-07-31,Broadridge Financial Solutions,3591-5539-9693-5483,User Licenses,2024-07-31,25,0,0
Broadridge Financial Solutions|386716804878423669|User Licenses|2024-07-31,Broadridge Financial Solutions,386716804878423669,User Licenses,2024-07-31,10,0,0
Broadridge Financial Solutions|386727564964371890|User Licenses|2024-07-31,Broadridge Financial Solutions,386727564964371890,User Licenses,2024-07-31,7,0,0
Broadridge Financial Solutions|386795144783684438|User Licenses|2024-07-31,Broadridge Financial Solutions,386795144783684438,User Licenses,2024-07-31,13,0,0
Broadridge Financial Solutions|386734663550712957|User Licenses|2024-07-31,Broadridge Financial Solutions,386734663550712957,User Licenses,2024-07-31,9,0,0
Broadridge Financial Solutions|386700488008301077|User Licenses|2024-07-31,Broadridge Financial Solutions,386700488008301077,User Licenses,2024-07-31,16,0,0
Broadridge Financial Solutions|386720332804456884|User Licenses|2024-07-31,Broadridge Financial Solutions,386720332804456884,User Licenses,2024-07-31,10,0,0
Broadridge Financial Solutions|386717141996664388|User Licenses|2024-07-31,Broadridge Financial Solutions,386717141996664388,User Licenses,2024-07-31,10,0,0
Broadridge Financial Solutions|386724458216069340|User Licenses|2024-07-31,Broadridge Financial Solutions,386724458216069340,User Licenses,2024-07-31,20,0,0
Brown & Brown Inc.|386797415150614533|Unattended Production License|2024-06-30,Brown & Brown Inc.,386797415150614533,Unattended Production License,2024-06-30,2,0,0
Brown & Brown Inc.|8613-8380-1649-3975|Unattended Production License|2026-07-31,Brown & Brown Inc.,8613-8380-1649-3975,Unattended Production License,2026-07-31,11,12,109.09
Brown & Brown Inc.|8613-8380-1649-3975|NonProduction Robot License|2026-07-31,Brown & Brown Inc.,8613-8380-1649-3975,NonProduction Robot License,2026-07-31,0,2,
Brown & Brown Inc.|8613-8380-1649-3975|Unattended Test Robot License|2026-07-31,Brown & Brown Inc.,8613-8380-1649-3975,Unattended Test Robot License,2026-07-31,2,0,0
Brown & Brown Inc.|386797415150614533|User Licenses|2024-06-30,Brown & Brown Inc.,386797415150614533,User Licenses,2024-06-30,2,0,0
Brown & Brown Inc.|2872-8858-1163-2073|User Licenses|2026-06-30,Brown & Brown Inc.,2872-8858-1163-2073,User Licenses,2026-06-30,0,2,
Brown & Brown Inc.|8613-8380-1649-3975|User Licenses|2026-07-31,Brown & Brown Inc.,8613-8380-1649-3975,User Licenses,2026-07-31,133,12,9.02
CI Financial Corp|9885-4568-8406-6791|Unattended Production License|2026-07-31,CI Financial Corp,9885-4568-8406-6791,Unattended Production License,2026-07-31,105,100,95.24
CI Financial Corp|1539-3602-8152-3477|Unattended Production License|2023-06-30,CI Financial Corp,1539-3602-8152-3477,Unattended Production License,2023-06-30,31,0,0
CI Financial Corp|3419-9886-3902-7267|NonProduction Robot License|2023-06-30,CI Financial Corp,3419-9886-3902-7267,NonProduction Robot License,2023-06-30,5,0,0
CI Financial Corp|5385-2091-9466-1296|NonProduction Robot License|2023-06-30,CI Financial Corp,5385-2091-9466-1296,NonProduction Robot License,2023-06-30,10,0,0
CI Financial Corp|9885-4568-8406-6791|NonProduction Robot License|2026-07-31,CI Financial Corp,9885-4568-8406-6791,NonProduction Robot License,2026-07-31,0,9,
CI Financial Corp|9885-4568-8406-6791|Unattended Test Robot License|2026-07-31,CI Financial Corp,9885-4568-8406-6791,Unattended Test Robot License,2026-07-31,10,6,60
CI Financial Corp|1539-3602-8152-3477|User Licenses|2023-06-30,CI Financial Corp,1539-3602-8152-3477,User Licenses,2023-06-30,7,0,0
CI Financial Corp|5385-2091-9466-1296|User Licenses|2023-06-30,CI Financial Corp,5385-2091-9466-1296,User Licenses,2023-06-30,18,0,0
CI Financial Corp|9885-4568-8406-6791|User Licenses|2026-07-31,CI Financial Corp,9885-4568-8406-6791,User Licenses,2026-07-31,162,13,8.02
CI Financial Corp|4269-5832-9470-6847|User Licenses|2026-07-31,CI Financial Corp,4269-5832-9470-6847,User Licenses,2026-07-31,51,0,0
CI Financial Corp|3419-9886-3902-7267|User Licenses|2023-06-30,CI Financial Corp,3419-9886-3902-7267,User Licenses,2023-06-30,3,0,0
CI Financial Corp|9885-4568-8406-6791|AI Units|2026-07-31,CI Financial Corp,9885-4568-8406-6791,AI Units,2026-07-31,180000,0,0
CIBC|2961-0550-2664-2959|Unattended Production License|2025-08-31,CIBC,2961-0550-2664-2959,Unattended Production License,2025-08-31,25,5,20
CIBC|2961-0550-2664-2959|Unattended Test Robot License|2025-08-31,CIBC,2961-0550-2664-2959,Unattended Test Robot License,2025-08-31,1,3,300
CIBC|2961-0550-2664-2959|User Licenses|2026-07-31,CIBC,2961-0550-2664-2959,User Licenses,2026-07-31,250,6,2.4
CIBC|8125-1894-6099-1077|User Licenses|2025-08-31,CIBC,8125-1894-6099-1077,User Licenses,2025-08-31,0,1,
CIBC|2961-0550-2664-2959|Platform Units|2026-07-31,CIBC,2961-0550-2664-2959,Platform Units,2026-07-31,250000,0,0
CNB Financial Corporation|0169-5355-0611-8813|Unattended Production License|2026-07-31,CNB Financial Corporation,0169-5355-0611-8813,Unattended Production License,2026-07-31,16,3,18.75
CNB Financial Corporation|9784-7153-4137-4501|Unattended Production License|2024-04-30,CNB Financial Corporation,9784-7153-4137-4501,Unattended Production License,2024-04-30,2,0,0
CNB Financial Corporation|0169-5355-0611-8813|Unattended Test Robot License|2026-07-31,CNB Financial Corporation,0169-5355-0611-8813,Unattended Test Robot License,2026-07-31,16,2,12.5
CNB Financial Corporation|0169-5355-0611-8813|User Licenses|2026-07-31,CNB Financial Corporation,0169-5355-0611-8813,User Licenses,2026-07-31,43,6,13.95
CNB Financial Corporation|1894-2226-2442-3979|User Licenses|2024-04-30,CNB Financial Corporation,1894-2226-2442-3979,User Licenses,2024-04-30,2,0,0
CNB Financial Corporation|0169-5355-0611-8813|AI Units|2026-08-06,CNB Financial Corporation,0169-5355-0611-8813,AI Units,2026-08-06,1301139,20250,1.56
"Cameron Enterprises, A Limited Partnership|386703240264122175|Unattended Production License|2026-07-31","Cameron Enterprises, A Limited Partnership",386703240264122175,Unattended Production License,2026-07-31,38,0,0
"Cameron Enterprises, A Limited Partnership|2589-8083-5449-8473|Unattended Production License|2026-07-31","Cameron Enterprises, A Limited Partnership",2589-8083-5449-8473,Unattended Production License,2026-07-31,4,4,100
"Cameron Enterprises, A Limited Partnership|8877-3564-9777-2790|NonProduction Robot License|2026-07-31","Cameron Enterprises, A Limited Partnership",8877-3564-9777-2790,NonProduction Robot License,2026-07-31,5,0,0
"Cameron Enterprises, A Limited Partnership|2589-8083-5449-8473|Unattended Test Robot License|2026-07-31","Cameron Enterprises, A Limited Partnership",2589-8083-5449-8473,Unattended Test Robot License,2026-07-31,2,2,100
"Cameron Enterprises, A Limited Partnership|386703240264122175|User Licenses|2026-07-31","Cameron Enterprises, A Limited Partnership",386703240264122175,User Licenses,2026-07-31,23,0,0
"Cameron Enterprises, A Limited Partnership|2589-8083-5449-8473|User Licenses|2026-07-31","Cameron Enterprises, A Limited Partnership",2589-8083-5449-8473,User Licenses,2026-07-31,33,5,15.15
"Cameron Enterprises, A Limited Partnership|2298-2262-5496-9276|User Licenses|2026-07-31","Cameron Enterprises, A Limited Partnership",2298-2262-5496-9276,User Licenses,2026-07-31,11,0,0
"Cameron Enterprises, A Limited Partnership|2589-8083-5449-8473|Platform Units|2026-08-09","Cameron Enterprises, A Limited Partnership",2589-8083-5449-8473,Platform Units,2026-08-09,9923,256.6,2.59
Canvas Credit Union|9588-0186-8474-2710|Unattended Production License|2026-07-31,Canvas Credit Union,9588-0186-8474-2710,Unattended Production License,2026-07-31,5,4,80
Canvas Credit Union|9588-0186-8474-2710|NonProduction Robot License|2026-07-31,Canvas Credit Union,9588-0186-8474-2710,NonProduction Robot License,2026-07-31,0,2,
Canvas Credit Union|9588-0186-8474-2710|Unattended Test Robot License|2026-07-31,Canvas Credit Union,9588-0186-8474-2710,Unattended Test Robot License,2026-07-31,2,1,50
Canvas Credit Union|1097-4565-7012-3992|User Licenses|2024-03-31,Canvas Credit Union,1097-4565-7012-3992,User Licenses,2024-03-31,10,0,0
Canvas Credit Union|2783-3193-3207-5287|User Licenses|2024-06-30,Canvas Credit Union,2783-3193-3207-5287,User Licenses,2024-06-30,1,0,0
Canvas Credit Union|9588-0186-8474-2710|User Licenses|2026-07-31,Canvas Credit Union,9588-0186-8474-2710,User Licenses,2026-07-31,32,10,31.25
Capital Group|2773-2491-9920-4427|Unattended Production License|2026-01-31,Capital Group,2773-2491-9920-4427,Unattended Production License,2026-01-31,0,5,
Capital Group|2773-2491-9920-4427|User Licenses|2026-01-31,Capital Group,2773-2491-9920-4427,User Licenses,2026-01-31,0,12,
Citadel Investment Group|1930-3436-6752-4754|Unattended Production License|2026-07-31,Citadel Investment Group,1930-3436-6752-4754,Unattended Production License,2026-07-31,1,1,100
Citadel Investment Group|7064-6781-1871-4616|Unattended Production License|2026-07-31,Citadel Investment Group,7064-6781-1871-4616,Unattended Production License,2026-07-31,16,16,100
Citadel Investment Group|0687-1697-3516-0549|Unattended Production License|2026-03-31,Citadel Investment Group,0687-1697-3516-0549,Unattended Production License,2026-03-31,4,0,0
Citadel Investment Group|1930-3436-6752-4754|Unattended Test Robot License|2026-07-31,Citadel Investment Group,1930-3436-6752-4754,Unattended Test Robot License,2026-07-31,1,1,100
Citadel Investment Group|7064-6781-1871-4616|Unattended Test Robot License|2026-07-31,Citadel Investment Group,7064-6781-1871-4616,Unattended Test Robot License,2026-07-31,5,5,100
Citadel Investment Group|0687-1697-3516-0549|Unattended Test Robot License|2026-03-31,Citadel Investment Group,0687-1697-3516-0549,Unattended Test Robot License,2026-03-31,1,0,0
Citadel Investment Group|7064-6781-1871-4616|User Licenses|2026-07-31,Citadel Investment Group,7064-6781-1871-4616,User Licenses,2026-07-31,135,31,22.96
Citadel Investment Group|7064-6781-1871-4616|AI Units|2026-08-07,Citadel Investment Group,7064-6781-1871-4616,AI Units,2026-08-07,120000,7015.2,5.85
Citigroup Inc.|0269-7407-9117-8832|Unattended Production License|2025-06-30,Citigroup Inc.,0269-7407-9117-8832,Unattended Production License,2025-06-30,1,0,0
Citigroup Inc.|6562-1029-9564-7251|Unattended Production License|2026-07-31,Citigroup Inc.,6562-1029-9564-7251,Unattended Production License,2026-07-31,1,1,100
Citigroup Inc.|3247-2714-5179-0511|User Licenses|2023-12-31,Citigroup Inc.,3247-2714-5179-0511,User Licenses,2023-12-31,4,0,0
Citigroup Inc.|6832-8527-3971-0069|User Licenses|2024-02-29,Citigroup Inc.,6832-8527-3971-0069,User Licenses,2024-02-29,1,0,0
Citigroup Inc.|2563-6471-6619-1318|User Licenses|2023-12-31,Citigroup Inc.,2563-6471-6619-1318,User Licenses,2023-12-31,3,0,0
Citigroup Inc.|9571-3236-5135-3789|User Licenses|2024-02-29,Citigroup Inc.,9571-3236-5135-3789,User Licenses,2024-02-29,2,0,0
Citigroup Inc.|0269-7407-9117-8832|User Licenses|2025-06-30,Citigroup Inc.,0269-7407-9117-8832,User Licenses,2025-06-30,130,0,0
Citigroup Inc.|3273-3581-3602-9653|User Licenses|2023-12-31,Citigroup Inc.,3273-3581-3602-9653,User Licenses,2023-12-31,6,0,0
Citigroup Inc.|6562-1029-9564-7251|User Licenses|2026-07-31,Citigroup Inc.,6562-1029-9564-7251,User Licenses,2026-07-31,127,31,24.41
Citigroup Inc.|0269-7407-9117-8832|AI Units|2025-06-30,Citigroup Inc.,0269-7407-9117-8832,AI Units,2025-06-30,1,0,0
"Citizens Financial Group, Inc|8366-3976-0923-7119|Unattended Production License|2024-07-31","Citizens Financial Group, Inc",8366-3976-0923-7119,Unattended Production License,2024-07-31,120,0,0
"Citizens Financial Group, Inc|1986-0672-8493-7872|Unattended Production License|2024-07-31","Citizens Financial Group, Inc",1986-0672-8493-7872,Unattended Production License,2024-07-31,12,0,0
"Citizens Financial Group, Inc|2888-0419-1221-9074|Unattended Production License|2026-07-31","Citizens Financial Group, Inc",2888-0419-1221-9074,Unattended Production License,2026-07-31,175,146,83.43
"Citizens Financial Group, Inc|8366-3976-0923-7119|Unattended Test Robot License|2024-07-31","Citizens Financial Group, Inc",8366-3976-0923-7119,Unattended Test Robot License,2024-07-31,5,0,0
"Citizens Financial Group, Inc|2888-0419-1221-9074|Unattended Test Robot License|2026-07-31","Citizens Financial Group, Inc",2888-0419-1221-9074,Unattended Test Robot License,2026-07-31,18,18,100
"Citizens Financial Group, Inc|2183-4649-6370-8340|Unattended Test Robot License|2024-07-31","Citizens Financial Group, Inc",2183-4649-6370-8340,Unattended Test Robot License,2024-07-31,15,0,0
"Citizens Financial Group, Inc|8366-3976-0923-7119|User Licenses|2024-07-31","Citizens Financial Group, Inc",8366-3976-0923-7119,User Licenses,2024-07-31,981,0,0
